"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT567919","hsa","hsa","hsa-miR-320b","CRK","0","0","0","0","1","0","0","0","1","1"
"MIRT616304","hsa","hsa","hsa-miR-320b","FAM117B","0","0","0","0","1","0","0","0","1","1"
"MIRT623337","hsa","hsa","hsa-miR-320b","MAK16","0","0","0","0","1","0","0","0","1","1"
"MIRT625735","hsa","hsa","hsa-miR-320b","TP73","0","0","0","0","1","0","0","0","1","1"
"MIRT630601","hsa","hsa","hsa-miR-320b","C2CD2","0","0","0","0","1","0","0","0","1","1"
"MIRT635403","hsa","hsa","hsa-miR-320b","VPS45","0","0","0","0","1","0","0","0","1","1"
"MIRT648753","hsa","hsa","hsa-miR-320b","FAM46B","0","0","0","0","1","0","0","0","1","1"
"MIRT650404","hsa","hsa","hsa-miR-320b","ORMDL2","0","0","0","0","1","0","0","0","1","1"
"MIRT651702","hsa","hsa","hsa-miR-320b","VPS13D","0","0","0","0","1","0","0","0","1","1"
"MIRT665766","hsa","hsa","hsa-miR-320b","TMEM43","0","0","0","0","1","0","0","0","1","1"
"MIRT669509","hsa","hsa","hsa-miR-320b","ARL3","0","0","0","0","1","0","0","0","1","1"
"MIRT682988","hsa","hsa","hsa-miR-320b","ABCA2","0","0","0","0","1","0","0","0","1","1"
"MIRT699802","hsa","hsa","hsa-miR-320b","SEC24A","0","0","0","0","1","0","0","0","1","1"
"MIRT704077","hsa","hsa","hsa-miR-320b","SRCAP","0","0","0","0","1","0","0","0","1","1"
"MIRT714603","hsa","hsa","hsa-miR-320b","HSPA4L","0","0","0","0","1","0","0","0","1","1"
"MIRT719315","hsa","hsa","hsa-miR-320b","EIF2B5","0","0","0","0","1","0","0","0","1","1"
"MIRT722119","hsa","hsa","hsa-miR-320b","RPS6KA1","0","0","0","0","1","0","0","0","1","1"
"MIRT722700","hsa","hsa","hsa-miR-320b","PCMTD1","0","0","0","0","1","0","0","0","1","1"
"MIRT723160","hsa","hsa","hsa-miR-320b","NQO2","0","0","0","0","1","0","0","0","1","1"
"MIRT723580","hsa","hsa","hsa-miR-320b","SWAP70","0","0","0","0","1","0","0","0","1","1"
"MIRT1316727","hsa","hsa","hsa-miR-320b","AKAP12","0","0","0","0","0","0","0","1","1","0"
"MIRT1317611","hsa","hsa","hsa-miR-320b","ANKFY1","0","0","0","0","0","0","0","1","1","0"
"MIRT1320706","hsa","hsa","hsa-miR-320b","ARPP19","0","0","0","0","0","0","0","1","1","0"
"MIRT1321630","hsa","hsa","hsa-miR-320b","ATP2B1","0","0","0","0","0","0","0","1","1","0"
"MIRT1321958","hsa","hsa","hsa-miR-320b","ATRX","0","0","0","0","0","0","0","1","1","0"
"MIRT1322595","hsa","hsa","hsa-miR-320b","B3GNT1","0","0","0","0","0","0","0","1","1","0"
"MIRT1323159","hsa","hsa","hsa-miR-320b","BAK1","0","0","0","0","0","0","0","1","1","0"
"MIRT1326186","hsa","hsa","hsa-miR-320b","C3orf63","0","0","0","0","0","0","0","1","1","0"
"MIRT1326517","hsa","hsa","hsa-miR-320b","C5orf62","0","0","0","0","0","0","0","1","1","0"
"MIRT1328342","hsa","hsa","hsa-miR-320b","CCND2","0","0","0","0","0","0","0","1","1","0"
"MIRT1328961","hsa","hsa","hsa-miR-320b","CD59","0","0","0","0","0","0","0","1","1","0"
"MIRT1330841","hsa","hsa","hsa-miR-320b","CHMP7","0","0","0","0","0","0","0","1","1","0"
"MIRT1333642","hsa","hsa","hsa-miR-320b","CRKL","0","0","0","0","0","0","0","1","1","0"
"MIRT1333823","hsa","hsa","hsa-miR-320b","CSDE1","0","0","0","0","0","0","0","1","1","0"
"MIRT1334749","hsa","hsa","hsa-miR-320b","CTSB","0","0","0","0","0","0","0","1","1","0"
"MIRT1336477","hsa","hsa","hsa-miR-320b","DCTN5","0","0","0","0","0","0","0","1","1","0"
"MIRT1337072","hsa","hsa","hsa-miR-320b","DDX3X","0","0","0","0","0","0","0","1","1","0"
"MIRT1337622","hsa","hsa","hsa-miR-320b","DIP2B","0","0","0","0","0","0","0","1","1","0"
"MIRT1338558","hsa","hsa","hsa-miR-320b","DPM2","0","0","0","0","0","0","0","1","1","0"
"MIRT1339064","hsa","hsa","hsa-miR-320b","E2F3","0","0","0","0","0","0","0","1","1","0"
"MIRT1341080","hsa","hsa","hsa-miR-320b","EPO","0","0","0","0","0","0","0","1","1","0"
"MIRT1341823","hsa","hsa","hsa-miR-320b","ETNK1","0","0","0","0","0","0","0","1","1","0"
"MIRT1342838","hsa","hsa","hsa-miR-320b","FAM91A1","0","0","0","0","0","0","0","1","1","0"
"MIRT1345931","hsa","hsa","hsa-miR-320b","GALNT10","0","0","0","0","0","0","0","1","1","0"
"MIRT1347122","hsa","hsa","hsa-miR-320b","GNAI2","0","0","0","0","0","0","0","1","1","0"
"MIRT1352947","hsa","hsa","hsa-miR-320b","IL6ST","0","0","0","0","0","0","0","1","1","0"
"MIRT1354009","hsa","hsa","hsa-miR-320b","ITGB1","0","0","0","0","0","0","0","1","1","0"
"MIRT1354100","hsa","hsa","hsa-miR-320b","ITGB3","0","0","0","0","0","0","0","1","1","0"
"MIRT1354696","hsa","hsa","hsa-miR-320b","KANK2","0","0","0","0","0","0","0","1","1","0"
"MIRT1355405","hsa","hsa","hsa-miR-320b","KIAA0174","0","0","0","0","0","0","0","1","1","0"
"MIRT1356871","hsa","hsa","hsa-miR-320b","KLHL15","0","0","0","0","0","0","0","1","1","0"
"MIRT1357501","hsa","hsa","hsa-miR-320b","LAMP1","0","0","0","0","0","0","0","1","1","0"
"MIRT1357936","hsa","hsa","hsa-miR-320b","LBH","0","0","0","0","0","0","0","1","1","0"
"MIRT1360906","hsa","hsa","hsa-miR-320b","MAP4","0","0","0","0","0","0","0","1","1","0"
"MIRT1361126","hsa","hsa","hsa-miR-320b","MAPK1IP1L","0","0","0","0","0","0","0","1","1","0"
"MIRT1361650","hsa","hsa","hsa-miR-320b","MAT2A","0","0","0","0","0","0","0","1","1","0"
"MIRT1362187","hsa","hsa","hsa-miR-320b","MCL1","0","0","0","0","0","0","0","1","1","0"
"MIRT1363524","hsa","hsa","hsa-miR-320b","MLEC","0","0","0","0","0","0","0","1","1","0"
"MIRT1363962","hsa","hsa","hsa-miR-320b","MMD","0","0","0","0","0","0","0","1","1","0"
"MIRT1364592","hsa","hsa","hsa-miR-320b","MNT","0","0","0","0","0","0","0","1","1","0"
"MIRT1366958","hsa","hsa","hsa-miR-320b","NCOA3","0","0","0","0","0","0","0","1","1","0"
"MIRT1367276","hsa","hsa","hsa-miR-320b","NDRG3","0","0","0","0","0","0","0","1","1","0"
"MIRT1367736","hsa","hsa","hsa-miR-320b","NEK9","0","0","0","0","0","0","0","1","1","0"
"MIRT1373432","hsa","hsa","hsa-miR-320b","PIK3R1","0","0","0","0","0","0","0","1","1","0"
"MIRT1373934","hsa","hsa","hsa-miR-320b","PKN2","0","0","0","0","0","0","0","1","1","0"
"MIRT1374029","hsa","hsa","hsa-miR-320b","PLAU","0","0","0","0","0","0","0","1","1","0"
"MIRT1374675","hsa","hsa","hsa-miR-320b","PLK2","0","0","0","0","0","0","0","1","1","0"
"MIRT1375054","hsa","hsa","hsa-miR-320b","PMP22","0","0","0","0","0","0","0","1","1","0"
"MIRT1375132","hsa","hsa","hsa-miR-320b","PNPLA8","0","0","0","0","0","0","0","1","1","0"
"MIRT1375473","hsa","hsa","hsa-miR-320b","POM121C","0","0","0","0","0","0","0","1","1","0"
"MIRT1377173","hsa","hsa","hsa-miR-320b","PSD3","0","0","0","0","0","0","0","1","1","0"
"MIRT1378379","hsa","hsa","hsa-miR-320b","PTPN13","0","0","0","0","0","0","0","1","1","0"
"MIRT1378655","hsa","hsa","hsa-miR-320b","PTRF","0","0","0","0","0","0","0","1","1","0"
"MIRT1380089","hsa","hsa","hsa-miR-320b","RAD21","0","0","0","0","0","0","0","1","1","0"
"MIRT1382369","hsa","hsa","hsa-miR-320b","RND3","0","0","0","0","0","0","0","1","1","0"
"MIRT1383229","hsa","hsa","hsa-miR-320b","RTF1","0","0","0","0","0","0","0","1","1","0"
"MIRT1383285","hsa","hsa","hsa-miR-320b","RTKN","0","0","0","0","0","0","0","1","1","0"
"MIRT1384194","hsa","hsa","hsa-miR-320b","SCARA3","0","0","0","0","0","0","0","1","1","0"
"MIRT1384732","hsa","hsa","hsa-miR-320b","SEC16A","0","0","0","0","0","0","0","1","1","0"
"MIRT1385777","hsa","hsa","hsa-miR-320b","SEPT8","0","0","0","0","0","0","0","1","1","0"
"MIRT1386386","hsa","hsa","hsa-miR-320b","SESTD1","0","0","0","0","0","0","0","1","1","0"
"MIRT1386853","hsa","hsa","hsa-miR-320b","SFRP1","0","0","0","0","0","0","0","1","1","0"
