miRNA;Target
hsa-miR-133b;C14orf153
hsa-miR-133b;RORB
hsa-miR-133b;ACPL2
hsa-miR-133b;ADAMTS5
hsa-miR-133b;ANGPTL4
hsa-miR-133b;ANK2
hsa-miR-133b;ANKRD12
hsa-miR-133b;AP2M1
hsa-miR-133b;ARF3
hsa-miR-133b;ARHGAP12
hsa-miR-133b;ARHGDIA
hsa-miR-133b;ASH1L
hsa-miR-133b;ATG7
hsa-miR-133b;ATOX1
hsa-miR-133b;ATP6V1A
hsa-miR-133b;AUH
hsa-miR-133b;B3GALNT1
hsa-miR-133b;BACE1
hsa-miR-133b;BAG5
hsa-miR-133b;BEND6
hsa-miR-133b;BLOC1S3
hsa-miR-133b;BSDC1
hsa-miR-133b;BTN2A1
hsa-miR-133b;C10orf46
hsa-miR-133b;C10orf46
hsa-miR-133b;C11orf58
hsa-miR-133b;C16orf5
hsa-miR-133b;C17orf81
hsa-miR-133b;C1orf63
hsa-miR-133b;C3orf63
hsa-miR-133b;C5orf4
hsa-miR-133b;CAMKK2
hsa-miR-133b;CAP1
hsa-miR-133b;CAV1
hsa-miR-133b;CBFA2T2
hsa-miR-133b;CBX6
hsa-miR-133b;CD44
hsa-miR-133b;CHD2
hsa-miR-133b;CHST11
hsa-miR-133b;CMPK1
hsa-miR-133b;CNP
hsa-miR-133b;CNST
hsa-miR-133b;COPS3
hsa-miR-133b;CPD
hsa-miR-133b;CSNK1G3
hsa-miR-133b;CTNNA1
hsa-miR-133b;CUL4B
hsa-miR-133b;DDIT4
hsa-miR-133b;DDX3X
hsa-miR-133b;DENND5B
hsa-miR-133b;DHX32
hsa-miR-133b;DMXL1
hsa-miR-133b;DMXL1
hsa-miR-133b;DNAJC3
hsa-miR-133b;DNAL4
hsa-miR-133b;DPH5
hsa-miR-133b;DYNC1LI2
hsa-miR-133b;E2F3
hsa-miR-133b;EEF1A1
hsa-miR-133b;EFEMP1
hsa-miR-133b;EGLN2
hsa-miR-133b;ELAVL1
hsa-miR-133b;ELOVL4
hsa-miR-133b;ENPP5
hsa-miR-133b;EPHB4
hsa-miR-133b;EPM2AIP1
hsa-miR-133b;EPT1
hsa-miR-133b;EXD2
hsa-miR-133b;FADS1
hsa-miR-133b;FAM156A
hsa-miR-133b;FAM156B
hsa-miR-133b;FCHSD2
hsa-miR-133b;FGF7
hsa-miR-133b;FLVCR1
hsa-miR-133b;FN1
hsa-miR-133b;FUCA1
hsa-miR-133b;GABARAPL1
hsa-miR-133b;GALNTL1
hsa-miR-133b;GCH1
hsa-miR-133b;GDI1
hsa-miR-133b;GDI2
hsa-miR-133b;GIGYF1
hsa-miR-133b;GIT2
hsa-miR-133b;GNAI1
hsa-miR-133b;GPR124
hsa-miR-133b;GPX7
hsa-miR-133b;H6PD
hsa-miR-133b;HMGXB3
hsa-miR-133b;HS2ST1
hsa-miR-133b;HSPA13
hsa-miR-133b;HYOU1
hsa-miR-133b;IDH1
hsa-miR-133b;IFI44L
hsa-miR-133b;IFNAR1
hsa-miR-133b;IL15RA
hsa-miR-133b;IQGAP1
hsa-miR-133b;ITGB8
hsa-miR-133b;KCTD20
hsa-miR-133b;KDELR3
hsa-miR-133b;KPNA6
hsa-miR-133b;KPNA6
hsa-miR-133b;LDLR
hsa-miR-133b;LHFP
hsa-miR-133b;LHFPL2
hsa-miR-133b;LIN7C
hsa-miR-133b;LMTK2
hsa-miR-133b;LOXL4
hsa-miR-133b;LPIN2
hsa-miR-133b;LRRC32
hsa-miR-133b;LZTFL1
hsa-miR-133b;MAFG
hsa-miR-133b;MANEA
hsa-miR-133b;MAP3K3
hsa-miR-133b;MARCKS
hsa-miR-133b;MEFV
hsa-miR-133b;MET
hsa-miR-133b;METTL4
hsa-miR-133b;MIER3
hsa-miR-133b;MRPL49
hsa-miR-133b;MRPS14
hsa-miR-133b;NAA40
hsa-miR-133b;NAA40
hsa-miR-133b;NCALD
hsa-miR-133b;NEK9
hsa-miR-133b;NFIA
hsa-miR-133b;NOTCH2
hsa-miR-133b;NR2C2
hsa-miR-133b;NTNG1
hsa-miR-133b;OSBPL11
hsa-miR-133b;PAPD5
hsa-miR-133b;PARVA
hsa-miR-133b;PCMTD2
hsa-miR-133b;PDK1
hsa-miR-133b;PDXP
hsa-miR-133b;PFN2
hsa-miR-133b;PIK3C2A
hsa-miR-133b;PIKFYVE
hsa-miR-133b;PIP4K2B
hsa-miR-133b;PITPNB
hsa-miR-133b;PPIL2
hsa-miR-133b;PPP2CA
hsa-miR-133b;PPP2CB
hsa-miR-133b;PPP2R2D
hsa-miR-133b;PRDM1
hsa-miR-133b;PRKAB1
hsa-miR-133b;PSMD5
hsa-miR-133b;PTGFRN
hsa-miR-133b;PURB
hsa-miR-133b;PXDN
hsa-miR-133b;RAB34
hsa-miR-133b;RAB8B
hsa-miR-133b;RANBP2
hsa-miR-133b;RAP1GDS1
hsa-miR-133b;RARB
hsa-miR-133b;RBMS1
hsa-miR-133b;RBMS1
hsa-miR-133b;REEP5
hsa-miR-133b;RFFL
hsa-miR-133b;RHO
hsa-miR-133b;RMND5A
hsa-miR-133b;RNF114
hsa-miR-133b;ROD1
hsa-miR-133b;RUNX1T1
hsa-miR-133b;SACM1L
hsa-miR-133b;SACM1L
hsa-miR-133b;SCARB2
hsa-miR-133b;SCOC
hsa-miR-133b;SERPINH1
hsa-miR-133b;SERTAD1
hsa-miR-133b;SGK1
hsa-miR-133b;SH3PXD2B
hsa-miR-133b;SHISA5
hsa-miR-133b;SLC7A8
hsa-miR-133b;SLMO2
hsa-miR-133b;SMARCC2
hsa-miR-133b;SOX4
hsa-miR-133b;SPTBN1
hsa-miR-133b;SSR3
hsa-miR-133b;STOM
hsa-miR-133b;SUMF1
hsa-miR-133b;SUMO1
hsa-miR-133b;SUPT16H
hsa-miR-133b;SYT1
hsa-miR-133b;TAGLN2
hsa-miR-133b;TAOK1
hsa-miR-133b;TAOK1
hsa-miR-133b;TBPL1
hsa-miR-133b;TET3
hsa-miR-133b;TEX2
hsa-miR-133b;TGOLN2
hsa-miR-133b;THRAP3
hsa-miR-133b;TIMM17A
hsa-miR-133b;TMBIM6
hsa-miR-133b;TMEM128
hsa-miR-133b;TMEM167A
hsa-miR-133b;TMOD3
hsa-miR-133b;TPM4
hsa-miR-133b;TRIT1
hsa-miR-133b;TXLNA
hsa-miR-133b;TXNDC5
hsa-miR-133b;TXNDC6
hsa-miR-133b;UBQLN1
hsa-miR-133b;UBR2
hsa-miR-133b;UBR7
hsa-miR-133b;UBXN7
hsa-miR-133b;USP32
hsa-miR-133b;VKORC1
hsa-miR-133b;VPS4B
hsa-miR-133b;WASF2
hsa-miR-133b;WIPI2
hsa-miR-133b;WIPI2
hsa-miR-133b;XPO1
hsa-miR-133b;XPR1
hsa-miR-133b;YES1
hsa-miR-133b;ZBTB38
hsa-miR-133b;ZBTB4
hsa-miR-133b;ZCCHC3
hsa-miR-133b;ZIC1
hsa-miR-133b;ZKSCAN1
hsa-miR-133b;ZNF12
hsa-miR-133b;ZNF131
hsa-miR-133b;ZNF24
hsa-miR-133b;ZNF260
hsa-miR-133b;ZNF286A
hsa-miR-133b;ZNF286B
hsa-miR-133b;ZNF322A
hsa-miR-133b;ZNF395
hsa-miR-133b;ZNF580
hsa-miR-133b;ASB6
hsa-miR-133b;BEX4
hsa-miR-133b;C11orf34
hsa-miR-133b;C12orf48
hsa-miR-133b;C18orf10
hsa-miR-133b;CD300LF
hsa-miR-133b;CHRNB2
hsa-miR-133b;DCAF13
hsa-miR-133b;DRD4
hsa-miR-133b;ELF4
hsa-miR-133b;LRRC49
hsa-miR-133b;LY6E
hsa-miR-133b;MAP3K14
hsa-miR-133b;MEST
hsa-miR-133b;MKS1
hsa-miR-133b;MOBKL2A
hsa-miR-133b;MRPL9
hsa-miR-133b;NUBP1
hsa-miR-133b;OTUD4
hsa-miR-133b;PGAP3
hsa-miR-133b;PTPMT1
hsa-miR-133b;RAB30
hsa-miR-133b;RUFY3
hsa-miR-133b;SEP15
hsa-miR-133b;SLBP
hsa-miR-133b;SLC31A2
hsa-miR-133b;SLFN11
hsa-miR-133b;SMUG1
hsa-miR-133b;ZNF320
hsa-miR-133b;ZNF37A
hsa-miR-133b;ZNF562
hsa-miR-133b;ACPL2
hsa-miR-133b;ADAMTS5
hsa-miR-133b;ANGPTL4
hsa-miR-133b;ANK2
hsa-miR-133b;ANKRD12
hsa-miR-133b;ANKRD44
hsa-miR-133b;AP2M1
hsa-miR-133b;ARHGAP12
hsa-miR-133b;ATOX1
hsa-miR-133b;ATP6V1A
hsa-miR-133b;BACE1
hsa-miR-133b;BLOC1S3
hsa-miR-133b;BSDC1
hsa-miR-133b;BTN2A1
hsa-miR-133b;C10orf46
hsa-miR-133b;C16orf5
hsa-miR-133b;C17orf81
hsa-miR-133b;C1orf63
hsa-miR-133b;C3orf63
hsa-miR-133b;CAP1
hsa-miR-133b;CAV1
hsa-miR-133b;CD44
hsa-miR-133b;CHD2
hsa-miR-133b;CHST11
hsa-miR-133b;CMPK1
hsa-miR-133b;CNP
hsa-miR-133b;CNST
hsa-miR-133b;COPS3
hsa-miR-133b;CPD
hsa-miR-133b;CSNK1G3
hsa-miR-133b;CUL4B
hsa-miR-133b;DDIT4
hsa-miR-133b;DDX3X
hsa-miR-133b;DENND5B
hsa-miR-133b;DHX32
hsa-miR-133b;DIO2
hsa-miR-133b;DMXL1
hsa-miR-133b;DNAJC3
hsa-miR-133b;DPH5
hsa-miR-133b;EEF1A1
hsa-miR-133b;EFEMP1
hsa-miR-133b;EGLN2
hsa-miR-133b;EIF4B
hsa-miR-133b;ELAVL1
hsa-miR-133b;ENPP5
hsa-miR-133b;EPM2AIP1
hsa-miR-133b;EPT1
hsa-miR-133b;EXD2
hsa-miR-133b;FADS1
hsa-miR-133b;FGF7
hsa-miR-133b;FLVCR1
hsa-miR-133b;FN1
hsa-miR-133b;FUCA1
hsa-miR-133b;GDI1
hsa-miR-133b;GDI2
hsa-miR-133b;GOSR2
hsa-miR-133b;HMGXB3
hsa-miR-133b;HS2ST1
hsa-miR-133b;HSPA13
hsa-miR-133b;HYOU1
hsa-miR-133b;IDH1
hsa-miR-133b;IFIT2
hsa-miR-133b;IFNAR1
hsa-miR-133b;IQGAP1
hsa-miR-133b;ITGB8
hsa-miR-133b;KCTD20
hsa-miR-133b;KDELR3
hsa-miR-133b;KHNYN
hsa-miR-133b;KPNA6
hsa-miR-133b;LDLR
hsa-miR-133b;LETMD1
hsa-miR-133b;LHFP
hsa-miR-133b;LHFPL2
hsa-miR-133b;LOXL4
hsa-miR-133b;LPIN2
hsa-miR-133b;LRRC32
hsa-miR-133b;LY6E
hsa-miR-133b;LZTFL1
hsa-miR-133b;MAFG
hsa-miR-133b;MAP3K3
hsa-miR-133b;MARCKS
hsa-miR-133b;MEFV
hsa-miR-133b;MRPL49
hsa-miR-133b;MRPS14
hsa-miR-133b;NAA40
hsa-miR-133b;NAA40
hsa-miR-133b;NCALD
hsa-miR-133b;NFIA
hsa-miR-133b;NOTCH2
hsa-miR-133b;NR2C2
hsa-miR-133b;OSBPL11
hsa-miR-133b;PARVA
hsa-miR-133b;PCMTD2
hsa-miR-133b;PDXP
hsa-miR-133b;PFN2
hsa-miR-133b;PHF17
hsa-miR-133b;PIKFYVE
hsa-miR-133b;PITPNB
hsa-miR-133b;PNP
hsa-miR-133b;PPIL2
hsa-miR-133b;PPP2CA
hsa-miR-133b;PPP2CB
hsa-miR-133b;PRKAB1
hsa-miR-133b;PSD3
hsa-miR-133b;PSMD5
hsa-miR-133b;PTGFRN
hsa-miR-133b;PXDN
hsa-miR-133b;RAB34
hsa-miR-133b;RAB8B
hsa-miR-133b;RANBP2
hsa-miR-133b;RBMS1
hsa-miR-133b;REEP5
hsa-miR-133b;RMND5A
hsa-miR-133b;RNF114
hsa-miR-133b;RUNX1T1
hsa-miR-133b;SACM1L
hsa-miR-133b;SCARB2
hsa-miR-133b;SCOC
hsa-miR-133b;SERPINH1
hsa-miR-133b;SGK1
hsa-miR-133b;SH3PXD2B
hsa-miR-133b;SHISA5
hsa-miR-133b;SMUG1
hsa-miR-133b;SOX4
hsa-miR-133b;SPTBN1
hsa-miR-133b;SSR3
hsa-miR-133b;STOM
hsa-miR-133b;SUMO1
hsa-miR-133b;TAGLN2
hsa-miR-133b;TAOK1
hsa-miR-133b;TBPL1
hsa-miR-133b;TEX2
hsa-miR-133b;TGOLN2
hsa-miR-133b;THRAP3
hsa-miR-133b;TMBIM6
hsa-miR-133b;TMOD3
hsa-miR-133b;TPM3
hsa-miR-133b;TPM4
hsa-miR-133b;TXNDC5
hsa-miR-133b;UBFD1
hsa-miR-133b;UBQLN1
hsa-miR-133b;UBR2
hsa-miR-133b;UBR7
hsa-miR-133b;UBXN7
hsa-miR-133b;USP31
hsa-miR-133b;VKORC1
hsa-miR-133b;VPS4B
hsa-miR-133b;WIPI2
hsa-miR-133b;XPO1
hsa-miR-133b;ZBTB4
hsa-miR-133b;ZKSCAN5
hsa-miR-133b;ZNF131
hsa-miR-133b;ZNF260
hsa-miR-133b;ZNF286A
hsa-miR-133b;ZNF286B
hsa-miR-133b;ZNF322A
hsa-miR-133b;ZNF580
hsa-miR-133b;BEX4
hsa-miR-133b;C11orf34
hsa-miR-133b;C12orf48
hsa-miR-133b;C18orf10
hsa-miR-133b;CYP27C1
hsa-miR-133b;ELOVL4
hsa-miR-133b;GPX7
hsa-miR-133b;HPGD
hsa-miR-133b;IL15RA
hsa-miR-133b;LMTK2
hsa-miR-133b;MANEA
hsa-miR-133b;METTL4
hsa-miR-133b;MKS1
hsa-miR-133b;OTUD4
hsa-miR-133b;PDK1
hsa-miR-133b;RHO
hsa-miR-133b;SLBP
hsa-miR-133b;SLC22A10
hsa-miR-133b;SLFN11
hsa-miR-133b;SUMF1
hsa-miR-133b;TTC30B
hsa-miR-133b;ZNF12
hsa-miR-133b;ZNF320
hsa-miR-133b;ZNF562
hsa-miR-133b;ACPL2
hsa-miR-133b;ADAMTS5
hsa-miR-133b;ANGPTL4
hsa-miR-133b;ANK2
hsa-miR-133b;ANKRD12
hsa-miR-133b;AP2M1
hsa-miR-133b;ARF3
hsa-miR-133b;ARHGAP12
hsa-miR-133b;ARHGAP18
hsa-miR-133b;ARHGDIA
hsa-miR-133b;ASH1L
hsa-miR-133b;ASPHD2
hsa-miR-133b;ATG7
hsa-miR-133b;ATOX1
hsa-miR-133b;ATP6V1A
hsa-miR-133b;AUH
hsa-miR-133b;B3GALNT1
hsa-miR-133b;BACE1
hsa-miR-133b;BAG5
hsa-miR-133b;BLOC1S3
hsa-miR-133b;BSDC1
hsa-miR-133b;BTN2A1
hsa-miR-133b;C10orf46
hsa-miR-133b;C10orf46
hsa-miR-133b;C11orf58
hsa-miR-133b;C17orf81
hsa-miR-133b;C18orf10
hsa-miR-133b;C1orf63
hsa-miR-133b;C3orf63
hsa-miR-133b;C5orf43
hsa-miR-133b;CAP1
hsa-miR-133b;CAV1
hsa-miR-133b;CBFA2T2
hsa-miR-133b;CD44
hsa-miR-133b;CHD2
hsa-miR-133b;CHST11
hsa-miR-133b;CHST3
hsa-miR-133b;CMPK1
hsa-miR-133b;CNP
hsa-miR-133b;CNST
hsa-miR-133b;COPS3
hsa-miR-133b;CPD
hsa-miR-133b;DDIT4
hsa-miR-133b;DDX3X
hsa-miR-133b;DENND5B
hsa-miR-133b;DHX32
hsa-miR-133b;DMXL1
hsa-miR-133b;DNAJC3
hsa-miR-133b;DPH5
hsa-miR-133b;DYNC1LI2
hsa-miR-133b;EEF1A1
hsa-miR-133b;EFEMP1
hsa-miR-133b;EIF4B
hsa-miR-133b;ELAVL1
hsa-miR-133b;ENPP5
hsa-miR-133b;EPM2AIP1
hsa-miR-133b;EPT1
hsa-miR-133b;ETF1
hsa-miR-133b;EXD2
hsa-miR-133b;FADS1
hsa-miR-133b;FBXL7
hsa-miR-133b;FCHSD2
hsa-miR-133b;FGF7
hsa-miR-133b;FLVCR1
hsa-miR-133b;FN1
hsa-miR-133b;FUCA1
hsa-miR-133b;GABARAPL1
hsa-miR-133b;GALNTL1
hsa-miR-133b;GDI1
hsa-miR-133b;GDI2
hsa-miR-133b;GIT2
hsa-miR-133b;GOSR2
hsa-miR-133b;GPR107
hsa-miR-133b;GPR124
hsa-miR-133b;GZF1
hsa-miR-133b;H6PD
hsa-miR-133b;HSP90AA1
hsa-miR-133b;HSPA13
hsa-miR-133b;HYOU1
hsa-miR-133b;IDH1
hsa-miR-133b;IL15RA
hsa-miR-133b;ITGB8
hsa-miR-133b;KCTD20
hsa-miR-133b;KDELR3
hsa-miR-133b;KPNA6
hsa-miR-133b;LDLR
hsa-miR-133b;LETMD1
hsa-miR-133b;LHFP
hsa-miR-133b;LMTK2
hsa-miR-133b;LOXL4
hsa-miR-133b;LRRC32
hsa-miR-133b;LZTFL1
hsa-miR-133b;MAFG
hsa-miR-133b;MAP3K3
hsa-miR-133b;MARCKS
hsa-miR-133b;MEFV
hsa-miR-133b;MIER3
hsa-miR-133b;MRPL49
hsa-miR-133b;MRPS14
hsa-miR-133b;NAA40
hsa-miR-133b;NAA40
hsa-miR-133b;NEK9
hsa-miR-133b;NFIA
hsa-miR-133b;NOTCH2
hsa-miR-133b;PAPD5
hsa-miR-133b;PAPOLB
hsa-miR-133b;PARVA
hsa-miR-133b;PCMTD2
hsa-miR-133b;PDIK1L
hsa-miR-133b;PDXP
hsa-miR-133b;PFN2
hsa-miR-133b;PHIP
hsa-miR-133b;PIKFYVE
hsa-miR-133b;PIP4K2B
hsa-miR-133b;PITPNB
hsa-miR-133b;PLEKHA8
hsa-miR-133b;PPIL2
hsa-miR-133b;PPP2CA
hsa-miR-133b;PPP2CB
hsa-miR-133b;PRKAB1
hsa-miR-133b;PSD3
hsa-miR-133b;PTGFRN
hsa-miR-133b;PTH1R
hsa-miR-133b;PXDN
hsa-miR-133b;RAB34
hsa-miR-133b;RAB8B
hsa-miR-133b;RAP1GDS1
hsa-miR-133b;RBMS1
hsa-miR-133b;REEP5
hsa-miR-133b;RMND5A
hsa-miR-133b;RNF114
hsa-miR-133b;RUNX1T1
hsa-miR-133b;SACM1L
hsa-miR-133b;SACM1L
hsa-miR-133b;SCARB2
hsa-miR-133b;SCOC
hsa-miR-133b;SERPINH1
hsa-miR-133b;SGK1
hsa-miR-133b;SH3PXD2B
hsa-miR-133b;SHISA5
hsa-miR-133b;SMUG1
hsa-miR-133b;SNRK
hsa-miR-133b;SPTBN1
hsa-miR-133b;SSR3
hsa-miR-133b;STOM
hsa-miR-133b;SUMO1
hsa-miR-133b;SUPT16H
hsa-miR-133b;TAGLN2
hsa-miR-133b;TBPL1
hsa-miR-133b;TET3
hsa-miR-133b;TEX2
hsa-miR-133b;TGOLN2
hsa-miR-133b;THRAP3
hsa-miR-133b;TMBIM6
hsa-miR-133b;TMOD3
hsa-miR-133b;TPM4
hsa-miR-133b;TRIT1
hsa-miR-133b;TXNDC5
hsa-miR-133b;UBQLN1
hsa-miR-133b;UBR2
hsa-miR-133b;UBR7
hsa-miR-133b;UBXN7
hsa-miR-133b;USP53
hsa-miR-133b;VKORC1
hsa-miR-133b;VPS4B
hsa-miR-133b;XPO1
hsa-miR-133b;ZBTB4
hsa-miR-133b;ZCCHC3
hsa-miR-133b;ZKSCAN5
hsa-miR-133b;ZNF131
hsa-miR-133b;ZNF260
hsa-miR-133b;ZNF286A
hsa-miR-133b;ZNF286B
hsa-miR-133b;ZNF322A
hsa-miR-133b;ZNF580
hsa-miR-133b;BEX4
hsa-miR-133b;DRD4
hsa-miR-133b;GBP5
hsa-miR-133b;GNAI1
hsa-miR-133b;LRRC49
hsa-miR-133b;LY6E
hsa-miR-133b;MANEA
hsa-miR-133b;MAP3K14
hsa-miR-133b;METTL4
hsa-miR-133b;MKS1
hsa-miR-133b;MRPL9
hsa-miR-133b;NUBP1
hsa-miR-133b;OTUD4
hsa-miR-133b;PDK1
hsa-miR-133b;PGAP3
hsa-miR-133b;SEP15
hsa-miR-133b;SLBP
hsa-miR-133b;SLFN11
hsa-miR-133b;TRIM38
hsa-miR-133b;ZNF320
hsa-miR-133b;ZNF562
hsa-miR-133b;ZNF720
hsa-miR-133b;ACPL2
hsa-miR-133b;ADAMTS5
hsa-miR-133b;ANK2
hsa-miR-133b;ANKRD12
hsa-miR-133b;AP1AR
hsa-miR-133b;AP2M1
hsa-miR-133b;ARF3
hsa-miR-133b;ARHGAP12
hsa-miR-133b;ATG7
hsa-miR-133b;ATOX1
hsa-miR-133b;ATP6V1A
hsa-miR-133b;B3GALNT1
hsa-miR-133b;BACE1
hsa-miR-133b;BAG5
hsa-miR-133b;BLOC1S3
hsa-miR-133b;BSDC1
hsa-miR-133b;BTN2A1
hsa-miR-133b;C11orf24
hsa-miR-133b;C14orf147
hsa-miR-133b;C16orf5
hsa-miR-133b;C17orf81
hsa-miR-133b;C1orf63
hsa-miR-133b;C3orf63
hsa-miR-133b;CAP1
hsa-miR-133b;CAV1
hsa-miR-133b;CD44
hsa-miR-133b;CHD2
hsa-miR-133b;CHST11
hsa-miR-133b;CHST3
hsa-miR-133b;CMPK1
hsa-miR-133b;CNP
hsa-miR-133b;CNST
hsa-miR-133b;COPS3
hsa-miR-133b;CPD
hsa-miR-133b;CSNK1G3
hsa-miR-133b;CTNNA1
hsa-miR-133b;CUL4B
hsa-miR-133b;DDIT4
hsa-miR-133b;DDX3X
hsa-miR-133b;DENND5B
hsa-miR-133b;DHX32
hsa-miR-133b;DPH5
hsa-miR-133b;DYNC1LI2
hsa-miR-133b;E2F3
hsa-miR-133b;EBF3
hsa-miR-133b;EEF1A1
hsa-miR-133b;EFEMP1
hsa-miR-133b;EGLN2
hsa-miR-133b;EIF4B
hsa-miR-133b;EPM2AIP1
hsa-miR-133b;EPT1
hsa-miR-133b;ETF1
hsa-miR-133b;EXD2
hsa-miR-133b;FADS1
hsa-miR-133b;FBXL7
hsa-miR-133b;FCHSD2
hsa-miR-133b;FGF7
hsa-miR-133b;FLVCR1
hsa-miR-133b;FN1
hsa-miR-133b;FUCA1
hsa-miR-133b;GABARAPL1
hsa-miR-133b;GALNTL1
hsa-miR-133b;GCH1
hsa-miR-133b;GDI1
hsa-miR-133b;GDI2
hsa-miR-133b;GIGYF1
hsa-miR-133b;GIT2
hsa-miR-133b;GPR124
hsa-miR-133b;GPX7
hsa-miR-133b;GZF1
hsa-miR-133b;HS2ST1
hsa-miR-133b;HSPA13
hsa-miR-133b;HYOU1
hsa-miR-133b;IDH1
hsa-miR-133b;IFNAR1
hsa-miR-133b;IL15RA
hsa-miR-133b;IQGAP1
hsa-miR-133b;ITGB8
hsa-miR-133b;KCTD20
hsa-miR-133b;KDELR3
hsa-miR-133b;KHNYN
hsa-miR-133b;KPNA6
hsa-miR-133b;KPNA6
hsa-miR-133b;LDLR
hsa-miR-133b;LHFP
hsa-miR-133b;LHFPL2
hsa-miR-133b;LRRC32
hsa-miR-133b;LY6E
hsa-miR-133b;MANEA
hsa-miR-133b;MAP3K3
hsa-miR-133b;MARCKS
hsa-miR-133b;MRPL49
hsa-miR-133b;MRPS14
hsa-miR-133b;NAA40
hsa-miR-133b;NAA40
hsa-miR-133b;NFIA
hsa-miR-133b;NOTCH2
hsa-miR-133b;NTNG1
hsa-miR-133b;OSBPL11
hsa-miR-133b;PARVA
hsa-miR-133b;PCMTD2
hsa-miR-133b;PDXP
hsa-miR-133b;PEAK1
hsa-miR-133b;PFN2
hsa-miR-133b;PIKFYVE
hsa-miR-133b;PITPNB
hsa-miR-133b;PPIL2
hsa-miR-133b;PPP2CA
hsa-miR-133b;PPP2CB
hsa-miR-133b;PPP2R2D
hsa-miR-133b;PRKAB1
hsa-miR-133b;PSMD5
hsa-miR-133b;PTGFRN
hsa-miR-133b;PTMA
hsa-miR-133b;PXDN
hsa-miR-133b;RAB34
hsa-miR-133b;RAB8B
hsa-miR-133b;RAP1GDS1
hsa-miR-133b;RBMS1
hsa-miR-133b;REEP5
hsa-miR-133b;RMND5A
hsa-miR-133b;RNF114
hsa-miR-133b;RUNX1T1
hsa-miR-133b;SACM1L
hsa-miR-133b;SACM1L
hsa-miR-133b;SCARB2
hsa-miR-133b;SCOC
hsa-miR-133b;SERPINH1
hsa-miR-133b;SGK1
hsa-miR-133b;SH3PXD2B
hsa-miR-133b;SHISA5
hsa-miR-133b;SLC31A2
hsa-miR-133b;SLC7A8
hsa-miR-133b;SMUG1
hsa-miR-133b;SOX4
hsa-miR-133b;SPTBN1
hsa-miR-133b;SSR3
hsa-miR-133b;STOM
hsa-miR-133b;SUMO1
hsa-miR-133b;TAGLN2
hsa-miR-133b;TAOK1
hsa-miR-133b;TBPL1
hsa-miR-133b;TET3
hsa-miR-133b;TEX2
hsa-miR-133b;TGOLN2
hsa-miR-133b;THRAP3
hsa-miR-133b;TMBIM6
hsa-miR-133b;TMEM167A
hsa-miR-133b;TMOD3
hsa-miR-133b;TPM4
hsa-miR-133b;TRIT1
hsa-miR-133b;TXNDC5
hsa-miR-133b;UBQLN1
hsa-miR-133b;UBR7
hsa-miR-133b;UBXN7
hsa-miR-133b;VKORC1
hsa-miR-133b;XPO1
hsa-miR-133b;ZNF131
hsa-miR-133b;ZNF260
hsa-miR-133b;ZNF286A
hsa-miR-133b;ZNF286B
hsa-miR-133b;AKR1B1
hsa-miR-133b;ASB6
hsa-miR-133b;BEX4
hsa-miR-133b;C12orf48
hsa-miR-133b;C18orf10
hsa-miR-133b;CAPN2
hsa-miR-133b;CD300LF
hsa-miR-133b;DLGAP1
hsa-miR-133b;DRD4
hsa-miR-133b;ELOVL4
hsa-miR-133b;HPGD
hsa-miR-133b;LRRC49
hsa-miR-133b;MAP3K14
hsa-miR-133b;METTL4
hsa-miR-133b;MKS1
hsa-miR-133b;MOBKL2A
hsa-miR-133b;MRPL9
hsa-miR-133b;NUBP1
hsa-miR-133b;PDK1
hsa-miR-133b;RIMS2
hsa-miR-133b;RUFY3
hsa-miR-133b;SEP15
hsa-miR-133b;SLBP
hsa-miR-133b;SLFN11
hsa-miR-133b;SNED1
hsa-miR-133b;TM4SF18
hsa-miR-133b;ZNF250
hsa-miR-133b;ZNF37A
hsa-miR-133b;ZNF562
hsa-miR-133b;ACPL2
hsa-miR-133b;ADAMTS5
hsa-miR-133b;AKR1B1
hsa-miR-133b;ANGPTL4
hsa-miR-133b;ANK2
hsa-miR-133b;ANKRD12
hsa-miR-133b;AP2M1
hsa-miR-133b;ARF3
hsa-miR-133b;ARHGAP12
hsa-miR-133b;ARHGDIA
hsa-miR-133b;ATG7
hsa-miR-133b;ATOX1
hsa-miR-133b;ATP6V1A
hsa-miR-133b;B3GALNT1
hsa-miR-133b;BACE1
hsa-miR-133b;BLOC1S3
hsa-miR-133b;BSDC1
hsa-miR-133b;BTN2A1
hsa-miR-133b;C10orf46
hsa-miR-133b;C11orf58
hsa-miR-133b;C14orf147
hsa-miR-133b;C16orf5
hsa-miR-133b;C17orf81
hsa-miR-133b;C1orf63
hsa-miR-133b;C3orf63
hsa-miR-133b;CAMKK2
hsa-miR-133b;CAP1
hsa-miR-133b;CAV1
hsa-miR-133b;CD44
hsa-miR-133b;CELF2
hsa-miR-133b;CHD2
hsa-miR-133b;CHST11
hsa-miR-133b;CMPK1
hsa-miR-133b;CMTM6
hsa-miR-133b;CNP
hsa-miR-133b;CNST
hsa-miR-133b;COPS3
hsa-miR-133b;CPD
hsa-miR-133b;CSNK1G3
hsa-miR-133b;CUL4B
hsa-miR-133b;DDX3X
hsa-miR-133b;DENND5B
hsa-miR-133b;DHX32
hsa-miR-133b;DNAJC3
hsa-miR-133b;EEF1A1
hsa-miR-133b;EFEMP1
hsa-miR-133b;EGLN2
hsa-miR-133b;EIF4B
