miRNA;Target
hsa-miR-145-3p;AKAP2
hsa-miR-145-3p;GK5
hsa-miR-145-3p;PALM2-AKAP2
hsa-miR-145-3p;SLC38A9
hsa-miR-145-3p;TMCC2
hsa-miR-145-3p;POLA2
hsa-miR-145-3p;PDIA6
hsa-miR-145-3p;GGCX
hsa-miR-145-3p;LRRC2
hsa-miR-145-3p;PDIA6
hsa-miR-145-3p;GGCX
hsa-miR-145-3p;GGCX
hsa-miR-145-3p;GK5
hsa-miR-145-3p;DESI1
hsa-miR-145-3p;PRKAG1
hsa-miR-145-3p;DESI1
hsa-miR-145-3p;PRPF38A
hsa-miR-145-3p;AAK1
hsa-miR-145-3p;TMEM106B
hsa-miR-145-3p;DNTTIP2
hsa-miR-145-3p;DNAJC10
hsa-miR-145-3p;SFT2D2
hsa-miR-145-3p;C8orf37
hsa-miR-145-3p;POTED
hsa-miR-145-3p;PPIP5K2
hsa-miR-145-3p;SIGLEC14
hsa-miR-145-3p;ANGPTL3
hsa-miR-145-3p;TMEM106B
hsa-miR-145-3p;DNTTIP2
hsa-miR-145-3p;TCAF2
hsa-miR-145-3p;SOD2
hsa-miR-145-3p;CCND2
hsa-miR-145-3p;CDC23
hsa-miR-145-3p;CDC5L
hsa-miR-145-3p;PURB
hsa-miR-145-3p;TMEM106B
hsa-miR-145-3p;TRIM23
hsa-miR-145-3p;ZFP36L2
hsa-miR-145-3p;ABRACL
hsa-miR-145-3p;CDK17
hsa-miR-145-3p;TMEM106B
hsa-miR-145-3p;DNTTIP2
hsa-miR-145-3p;JMJD1C
hsa-miR-145-3p;BUB1
hsa-miR-145-3p;TMEM106B
hsa-miR-145-3p;DNTTIP2
hsa-miR-145-3p;BUB1
hsa-miR-145-3p;TMEM106B
hsa-miR-145-3p;DNTTIP2
hsa-miR-145-3p;SLC13A4
hsa-miR-145-3p;GUCY1A2
hsa-miR-145-3p;JMJD1C
hsa-miR-145-3p;CCND1
hsa-miR-145-3p;CDC5L
hsa-miR-145-3p;GNL1
hsa-miR-145-3p;ZSCAN16
hsa-miR-145-3p;TBC1D8
hsa-miR-145-3p;NTRK2
hsa-miR-145-3p;TRA2B
hsa-miR-145-3p;ZSCAN16
hsa-miR-145-3p;TBC1D8
hsa-miR-145-3p;NTRK2
hsa-miR-145-3p;TRA2B
hsa-miR-101-3p;MYCN
hsa-miR-101-3p;ATXN1
hsa-miR-101-3p;EZH2
hsa-miR-101-3p;APP
hsa-miR-101-3p;FOS
hsa-miR-101-3p;ICOS
hsa-miR-101-3p;ATG4D
hsa-miR-101-3p;STMN1
hsa-miR-101-3p;MCL1
hsa-miR-101-3p;COX2
hsa-miR-101-3p;FBN2
hsa-miR-101-3p;ARID1A
hsa-miR-101-3p;SUZ12
hsa-miR-101-3p;EED
hsa-miR-101-3p;PTGS2
hsa-miR-101-3p;ATM
hsa-miR-101-3p;ATP5B
hsa-miR-101-3p;DUSP1
hsa-miR-101-3p;RAB5A
hsa-miR-101-3p;SOX9
hsa-miR-101-3p;DNMT3A
hsa-miR-101-3p;FMR1
hsa-miR-101-3p;PPP4R1
hsa-miR-101-3p;CERK
hsa-miR-101-3p;ANKFY1
hsa-miR-101-3p;GMEB2
hsa-miR-101-3p;TGFBR3
hsa-miR-101-3p;MRPL44
hsa-miR-101-3p;MKNK2
hsa-miR-101-3p;UBE2B
hsa-miR-101-3p;VEGFA
hsa-miR-101-3p;CDC123
hsa-miR-101-3p;TOR1AIP1
hsa-miR-101-3p;MSH2
hsa-miR-101-3p;ZNF567
hsa-miR-101-3p;TMEM192
hsa-miR-101-3p;PRPF38B
hsa-miR-101-3p;CDC7
hsa-miR-101-3p;LYSMD3
hsa-miR-101-3p;RAB8B
hsa-miR-101-3p;PIP4K2A
hsa-miR-101-3p;KLHL23
hsa-miR-101-3p;SLC7A2
hsa-miR-101-3p;SLC38A2
hsa-miR-101-3p;REEP5
hsa-miR-101-3p;ZNF792
hsa-miR-101-3p;LIN7C
hsa-miR-101-3p;MAP2K1
hsa-miR-101-3p;TMEM168
hsa-miR-101-3p;DIMT1
hsa-miR-101-3p;INA
hsa-miR-101-3p;XIAP
hsa-miR-101-3p;NR2F2
hsa-miR-101-3p;KCNG3
hsa-miR-101-3p;CCDC125
hsa-miR-101-3p;RAB11FIP1
hsa-miR-101-3p;GFPT2
hsa-miR-101-3p;CHAMP1
hsa-miR-101-3p;MNX1
hsa-miR-101-3p;FRMD6
hsa-miR-101-3p;PLAG1
hsa-miR-101-3p;AP3M1
hsa-miR-101-3p;MPPE1
hsa-miR-101-3p;MRPL42
hsa-miR-101-3p;RAC1
hsa-miR-101-3p;SREK1IP1
hsa-miR-101-3p;OTUD4
hsa-miR-101-3p;C10orf88
hsa-miR-101-3p;KIAA1462
hsa-miR-101-3p;MORC3
hsa-miR-101-3p;TGIF2
hsa-miR-101-3p;AKAP11
hsa-miR-101-3p;AP1S3
hsa-miR-101-3p;STAMBP
hsa-miR-101-3p;UBE2D3
hsa-miR-101-3p;AP1G1
hsa-miR-101-3p;KDM3B
hsa-miR-101-3p;NUPL2
hsa-miR-101-3p;KDM6B
hsa-miR-101-3p;MBNL2
hsa-miR-101-3p;RANBP9
hsa-miR-101-3p;ICK
hsa-miR-101-3p;MTSS1L
hsa-miR-101-3p;ZBTB21
hsa-miR-101-3p;ARID5B
hsa-miR-101-3p;ABHD17C
hsa-miR-101-3p;MRGBP
hsa-miR-101-3p;MOB4
hsa-miR-101-3p;INO80D
hsa-miR-101-3p;MEIS1
hsa-miR-101-3p;DCTD
hsa-miR-101-3p;KCTD14
hsa-miR-101-3p;BIRC5
hsa-miR-101-3p;ZCCHC2
hsa-miR-101-3p;RPS6KA5
hsa-miR-101-3p;ACVR2B
hsa-miR-101-3p;MKLN1
hsa-miR-101-3p;MBTD1
hsa-miR-101-3p;AMMECR1L
hsa-miR-101-3p;KIF2C
hsa-miR-101-3p;JUN
hsa-miR-101-3p;USP25
hsa-miR-101-3p;RARS2
hsa-miR-101-3p;CD46
hsa-miR-101-3p;NOP2
hsa-miR-101-3p;LTN1
hsa-miR-101-3p;FZD6
hsa-miR-101-3p;VAPA
hsa-miR-101-3p;XPO7
hsa-miR-101-3p;BTG2
hsa-miR-101-3p;MMS22L
hsa-miR-101-3p;FOXP4
hsa-miR-101-3p;RPL7L1
hsa-miR-101-3p;SPATA2
hsa-miR-101-3p;FBXO11
hsa-miR-101-3p;RNF44
hsa-miR-101-3p;E2F3
hsa-miR-101-3p;LMNB1
hsa-miR-101-3p;TMTC3
hsa-miR-101-3p;HOXA9
hsa-miR-101-3p;FAR1
hsa-miR-101-3p;GPAM
hsa-miR-101-3p;ADO
hsa-miR-101-3p;RTN4
hsa-miR-101-3p;ELAVL2
hsa-miR-101-3p;CTR9
hsa-miR-101-3p;CERS2
hsa-miR-101-3p;LZIC
hsa-miR-101-3p;VEZT
hsa-miR-101-3p;SMARCD1
hsa-miR-101-3p;RIOK2
hsa-miR-101-3p;CBX4
hsa-miR-101-3p;SEPT11
hsa-miR-101-3p;QSER1
hsa-miR-101-3p;MYO9A
hsa-miR-101-3p;CAPN2
hsa-miR-101-3p;TFAP4
hsa-miR-101-3p;SSFA2
hsa-miR-101-3p;TBC1D12
hsa-miR-101-3p;SPAG1
hsa-miR-101-3p;ZNF800
hsa-miR-101-3p;C7orf60
hsa-miR-101-3p;BLOC1S6
hsa-miR-101-3p;SPIRE1
hsa-miR-101-3p;FRS2
hsa-miR-101-3p;TMEM170B
hsa-miR-101-3p;AFF4
hsa-miR-101-3p;GNB1
hsa-miR-101-3p;LBR
hsa-miR-101-3p;ZFX
hsa-miR-101-3p;KLF12
hsa-miR-101-3p;PHF3
hsa-miR-101-3p;C1orf52
hsa-miR-101-3p;TSPAN12
hsa-miR-101-3p;FAM217B
hsa-miR-101-3p;SUB1
hsa-miR-101-3p;BCL9
hsa-miR-101-3p;SACM1L
hsa-miR-101-3p;ARAP2
hsa-miR-101-3p;TRERF1
hsa-miR-101-3p;NUFIP2
hsa-miR-101-3p;PIP5K1C
hsa-miR-101-3p;PAFAH1B1
hsa-miR-101-3p;DDIT4
hsa-miR-101-3p;TGFBR1
hsa-miR-101-3p;LRCH2
hsa-miR-101-3p;LIFR
hsa-miR-101-3p;FBXW7
hsa-miR-101-3p;POU2F1
hsa-miR-101-3p;CBFA2T2
hsa-miR-101-3p;LCOR
hsa-miR-101-3p;AEBP2
hsa-miR-101-3p;NEK7
hsa-miR-101-3p;MFSD6
hsa-miR-101-3p;CDH5
hsa-miR-101-3p;ZEB1
hsa-miR-101-3p;PTGER4
hsa-miR-101-3p;CPEB1
hsa-miR-101-3p;MTOR
hsa-miR-101-3p;CFTR
hsa-miR-101-3p;KLF6
hsa-miR-101-3p;ZEB2
hsa-miR-101-3p;FNDC3A
hsa-miR-101-3p;TMED5
hsa-miR-101-3p;HSPE1-MOB4
hsa-miR-101-3p;TNPO1
hsa-miR-101-3p;UBN2
hsa-miR-101-3p;MLEC
hsa-miR-101-3p;TNFAIP1
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;RAP1B
hsa-miR-101-3p;FAM103A1
hsa-miR-101-3p;ZNF207
hsa-miR-101-3p;ZNF431
hsa-miR-101-3p;MBNL1
hsa-miR-101-3p;TET2
hsa-miR-101-3p;FGF2
hsa-miR-101-3p;SMARCA5
hsa-miR-101-3p;CDKN1A
hsa-miR-101-3p;PIM1
hsa-miR-101-3p;SNRNP27
hsa-miR-101-3p;ZNF654
hsa-miR-101-3p;DAZAP2
hsa-miR-101-3p;JAK2
hsa-miR-101-3p;RNF213
hsa-miR-101-3p;MET
hsa-miR-101-3p;NLK
hsa-miR-101-3p;MITF
hsa-miR-101-3p;ZNF480
hsa-miR-101-3p;ANKRD17
hsa-miR-101-3p;USP36
hsa-miR-101-3p;QDPR
hsa-miR-101-3p;RMI1
hsa-miR-101-3p;SLC25A33
hsa-miR-101-3p;L2HGDH
hsa-miR-101-3p;SLC11A2
hsa-miR-101-3p;COX10
hsa-miR-101-3p;ZC3H11A
hsa-miR-101-3p;TSN
hsa-miR-101-3p;TGOLN2
hsa-miR-101-3p;TGFBR2
hsa-miR-101-3p;STYX
hsa-miR-101-3p;STX16
hsa-miR-101-3p;SREBF2
hsa-miR-101-3p;SGPL1
hsa-miR-101-3p;RRM2
hsa-miR-101-3p;REL
hsa-miR-101-3p;PSPC1
hsa-miR-101-3p;PRKAA1
hsa-miR-101-3p;PPP2R5E
hsa-miR-101-3p;PPP1R15B
hsa-miR-101-3p;PPP1CC
hsa-miR-101-3p;PIK3C2B
hsa-miR-101-3p;PAPD7
hsa-miR-101-3p;NCKAP1
hsa-miR-101-3p;NACC1
hsa-miR-101-3p;TOR1AIP2
hsa-miR-101-3p;HNRNPF
hsa-miR-101-3p;G3BP1
hsa-miR-101-3p;CPS1
hsa-miR-101-3p;CD81
hsa-miR-101-3p;CCNF
hsa-miR-101-3p;C9orf41
hsa-miR-101-3p;C8orf4
hsa-miR-101-3p;BZW1
hsa-miR-101-3p;BCL2L11
hsa-miR-101-3p;ANKRD11
hsa-miR-101-3p;DICER1
hsa-miR-101-3p;SLC35F5
hsa-miR-101-3p;MAP3K4
hsa-miR-101-3p;DNAJC28
hsa-miR-101-3p;ZNF645
hsa-miR-101-3p;FAM84B
hsa-miR-101-3p;PGBD4
hsa-miR-101-3p;C1orf147
hsa-miR-101-3p;CLIC4
hsa-miR-101-3p;DNAJA1
hsa-miR-101-3p;BTRC
hsa-miR-101-3p;IL20RB
hsa-miR-101-3p;FKBP14
hsa-miR-101-3p;UBE2A
hsa-miR-101-3p;RNF111
hsa-miR-101-3p;PEX5L
hsa-miR-101-3p;ZNF100
hsa-miR-101-3p;TBX18
hsa-miR-101-3p;SLC30A5
hsa-miR-101-3p;PIAS1
hsa-miR-101-3p;NAP1L1
hsa-miR-101-3p;GRIK3
hsa-miR-101-3p;DCAF12L2
hsa-miR-101-3p;UGT2A1
hsa-miR-101-3p;UGT2A2
hsa-miR-101-3p;ZNF223
hsa-miR-101-3p;NANOGNB
hsa-miR-101-3p;NXT2
hsa-miR-101-3p;ZNF827
hsa-miR-101-3p;RORA
hsa-miR-101-3p;RNF152
hsa-miR-101-3p;N4BP1
hsa-miR-101-3p;LEFTY1
hsa-miR-101-3p;IPO7
hsa-miR-101-3p;GPR135
hsa-miR-101-3p;DYRK2
hsa-miR-101-3p;HSP90AA1
hsa-miR-101-3p;SLC39A6
hsa-miR-101-3p;TNRC18P2
hsa-miR-101-3p;NAA30
hsa-miR-101-3p;MAML3
hsa-miR-101-3p;GOLGA7
hsa-miR-101-3p;ATXN1L
hsa-miR-101-3p;ZNF490
hsa-miR-101-3p;ZFP36L2
hsa-miR-101-3p;TVP23C
hsa-miR-101-3p;RAP2C
hsa-miR-101-3p;RAB39B
hsa-miR-101-3p;RAB33B
hsa-miR-101-3p;PURB
hsa-miR-101-3p;NT5C3A
hsa-miR-101-3p;PLEKHA3
hsa-miR-101-3p;PLEKHA1
hsa-miR-101-3p;GLRX5
hsa-miR-101-3p;EIF4G2
hsa-miR-101-3p;DIDO1
hsa-miR-101-3p;BICD2
hsa-miR-101-3p;BEND4
hsa-miR-101-3p;RNF219
hsa-miR-101-3p;PPP2R2A
hsa-miR-101-3p;AGO4
hsa-miR-101-3p;NACA2
hsa-miR-101-3p;KIAA1586
hsa-miR-101-3p;WNK1
hsa-miR-101-3p;TTC37
hsa-miR-101-3p;RREB1
hsa-miR-101-3p;PCCB
hsa-miR-101-3p;LRRC1
hsa-miR-101-3p;HSPA13
hsa-miR-101-3p;HNRNPAB
hsa-miR-101-3p;FAM69A
hsa-miR-101-3p;ZNF284
hsa-miR-101-3p;ALG14
hsa-miR-101-3p;SIX4
hsa-miR-101-3p;RBM12B
hsa-miR-101-3p;ZNF350
hsa-miR-101-3p;CMTM6
hsa-miR-101-3p;NACA
hsa-miR-101-3p;CADM1
hsa-miR-101-3p;TSC22D2
hsa-miR-101-3p;WNT7A
hsa-miR-101-3p;PABPC1L2A
hsa-miR-101-3p;NKX3-2
hsa-miR-101-3p;PAK3
hsa-miR-101-3p;EEA1
hsa-miR-101-3p;ZDHHC15
hsa-miR-101-3p;ZBTB7A
hsa-miR-101-3p;PANK1
hsa-miR-101-3p;DENND5B
hsa-miR-101-3p;CNEP1R1
hsa-miR-101-3p;AMD1
hsa-miR-101-3p;GPR50
hsa-miR-101-3p;KCNQ5
hsa-miR-101-3p;PRDM1
hsa-miR-101-3p;VEGFC
hsa-miR-101-3p;NAP1L1
hsa-miR-101-3p;KCNQ5
hsa-miR-101-3p;KCNQ5
hsa-miR-101-3p;DYRK2
hsa-miR-101-3p;GRIK3
hsa-miR-101-3p;GRIK3
hsa-miR-101-3p;GPR50
hsa-miR-101-3p;GPR50
hsa-miR-101-3p;PIAS1
hsa-miR-101-3p;GRIK3
hsa-miR-101-3p;GRIK3
hsa-miR-101-3p;AMD1
hsa-miR-101-3p;CNEP1R1
hsa-miR-101-3p;CNEP1R1
hsa-miR-101-3p;DENND5B
hsa-miR-101-3p;DENND5B
hsa-miR-101-3p;PANK1
hsa-miR-101-3p;PANK1
hsa-miR-101-3p;ZBTB7A
hsa-miR-101-3p;ZBTB7A
hsa-miR-101-3p;SLC11A2
hsa-miR-101-3p;MLEC
hsa-miR-101-3p;MLEC
hsa-miR-101-3p;ZDHHC15
hsa-miR-101-3p;ZDHHC15
hsa-miR-101-3p;WNT7A
hsa-miR-101-3p;WNT7A
hsa-miR-101-3p;WNT7A
hsa-miR-101-3p;WNT7A
hsa-miR-101-3p;WNT7A
hsa-miR-101-3p;WNT7A
hsa-miR-101-3p;EEA1
hsa-miR-101-3p;PAK3
hsa-miR-101-3p;RNF213
hsa-miR-101-3p;WNT7A
hsa-miR-101-3p;WNT7A
hsa-miR-101-3p;NKX3-2
hsa-miR-101-3p;PIAS1
hsa-miR-101-3p;RNF213
hsa-miR-101-3p;PIAS1
hsa-miR-101-3p;RNF213
hsa-miR-101-3p;RNF213
hsa-miR-101-3p;PIAS1
hsa-miR-101-3p;PIAS1
hsa-miR-101-3p;RNF213
hsa-miR-101-3p;PABPC1L2A
hsa-miR-101-3p;PIAS1
hsa-miR-101-3p;WNT7A
hsa-miR-101-3p;TSC22D2
hsa-miR-101-3p;TSC22D2
hsa-miR-101-3p;TMED5
hsa-miR-101-3p;TMED5
hsa-miR-101-3p;CADM1
hsa-miR-101-3p;CADM1
hsa-miR-101-3p;DIDO1
hsa-miR-101-3p;DIDO1
hsa-miR-101-3p;HNRNPF
hsa-miR-101-3p;HSPA13
hsa-miR-101-3p;HSPA13
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;LCOR
hsa-miR-101-3p;LCOR
hsa-miR-101-3p;LZIC
hsa-miR-101-3p;LZIC
hsa-miR-101-3p;NACA
hsa-miR-101-3p;RAC1
hsa-miR-101-3p;RAC1
hsa-miR-101-3p;SLC7A2
hsa-miR-101-3p;TFAP4
hsa-miR-101-3p;TFAP4
hsa-miR-101-3p;TMTC3
hsa-miR-101-3p;UBE2A
hsa-miR-101-3p;UBE2A
hsa-miR-101-3p;ZC3H11A
hsa-miR-101-3p;ZC3H11A
hsa-miR-101-3p;ZFP36L2
hsa-miR-101-3p;ZFP36L2
hsa-miR-101-3p;CMTM6
hsa-miR-101-3p;CMTM6
hsa-miR-101-3p;ZNF350
hsa-miR-101-3p;ZNF350
hsa-miR-101-3p;RMI1
hsa-miR-101-3p;RBM12B
hsa-miR-101-3p;INO80D
hsa-miR-101-3p;INO80D
hsa-miR-101-3p;RPL7L1
hsa-miR-101-3p;RPL7L1
hsa-miR-101-3p;NACA2
hsa-miR-101-3p;RMI1
hsa-miR-101-3p;AGO4
hsa-miR-101-3p;AGO4
hsa-miR-101-3p;ANKRD11
hsa-miR-101-3p;ANKRD11
hsa-miR-101-3p;BICD2
hsa-miR-101-3p;BICD2
hsa-miR-101-3p;DIDO1
hsa-miR-101-3p;DIDO1
hsa-miR-101-3p;EIF4G2
hsa-miR-101-3p;FZD6
hsa-miR-101-3p;FZD6
hsa-miR-101-3p;HNRNPF
hsa-miR-101-3p;HSPA13
hsa-miR-101-3p;HSPA13
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;PPP1CC
hsa-miR-101-3p;RAC1
hsa-miR-101-3p;RAC1
hsa-miR-101-3p;SIX4
hsa-miR-101-3p;SIX4
hsa-miR-101-3p;SMARCA5
hsa-miR-101-3p;SMARCA5
hsa-miR-101-3p;SPATA2
hsa-miR-101-3p;SPATA2
hsa-miR-101-3p;ZC3H11A
hsa-miR-101-3p;ZC3H11A
hsa-miR-101-3p;ZNF207
hsa-miR-101-3p;RMI1
hsa-miR-101-3p;ALG14
hsa-miR-101-3p;ZNF284
hsa-miR-101-3p;ZNF284
hsa-miR-101-3p;RPL7L1
hsa-miR-101-3p;RPL7L1
hsa-miR-101-3p;FAM69A
hsa-miR-101-3p;FAM69A
hsa-miR-101-3p;RMI1
hsa-miR-101-3p;AGO4
hsa-miR-101-3p;AGO4
hsa-miR-101-3p;ANKRD11
hsa-miR-101-3p;ANKRD11
hsa-miR-101-3p;ATXN1L
hsa-miR-101-3p;ATXN1L
hsa-miR-101-3p;BICD2
hsa-miR-101-3p;BICD2
hsa-miR-101-3p;DIDO1
hsa-miR-101-3p;DIDO1
hsa-miR-101-3p;DNAJA1
hsa-miR-101-3p;EIF4G2
hsa-miR-101-3p;FZD6
hsa-miR-101-3p;FZD6
hsa-miR-101-3p;HNRNPAB
hsa-miR-101-3p;HNRNPAB
hsa-miR-101-3p;HSPA13
hsa-miR-101-3p;HSPA13
hsa-miR-101-3p;HSPE1-MOB4
hsa-miR-101-3p;HSPE1-MOB4
hsa-miR-101-3p;LCOR
hsa-miR-101-3p;LCOR
hsa-miR-101-3p;LRRC1
hsa-miR-101-3p;LRRC1
hsa-miR-101-3p;MBNL1
hsa-miR-101-3p;MBNL1
hsa-miR-101-3p;MOB4
hsa-miR-101-3p;MOB4
hsa-miR-101-3p;NACC1
hsa-miR-101-3p;NACC1
hsa-miR-101-3p;NAP1L1
hsa-miR-101-3p;PCCB
hsa-miR-101-3p;PCCB
hsa-miR-101-3p;PHF3
hsa-miR-101-3p;PHF3
hsa-miR-101-3p;POU2F1
hsa-miR-101-3p;POU2F1
hsa-miR-101-3p;PPP1CC
hsa-miR-101-3p;PPP1R15B
hsa-miR-101-3p;RAC1
hsa-miR-101-3p;RAC1
hsa-miR-101-3p;RREB1
hsa-miR-101-3p;RREB1
hsa-miR-101-3p;SLC7A2
hsa-miR-101-3p;SPATA2
hsa-miR-101-3p;SPATA2
hsa-miR-101-3p;TFAP4
hsa-miR-101-3p;TFAP4
hsa-miR-101-3p;TNRC18P2
hsa-miR-101-3p;TNRC18P2
hsa-miR-101-3p;TTC37
hsa-miR-101-3p;TTC37
hsa-miR-101-3p;UBN2
hsa-miR-101-3p;UBN2
hsa-miR-101-3p;WNK1
hsa-miR-101-3p;WNK1
hsa-miR-101-3p;ZC3H11A
hsa-miR-101-3p;ZC3H11A
hsa-miR-101-3p;FAM103A1
hsa-miR-101-3p;TMEM192
hsa-miR-101-3p;TMEM192
hsa-miR-101-3p;ZNF490
hsa-miR-101-3p;KIAA1586
hsa-miR-101-3p;MFSD6
hsa-miR-101-3p;MFSD6
hsa-miR-101-3p;NACA2
hsa-miR-101-3p;AGO4
hsa-miR-101-3p;AGO4
hsa-miR-101-3p;ANKRD11
hsa-miR-101-3p;ANKRD11
hsa-miR-101-3p;ARID1A
hsa-miR-101-3p;ARID1A
hsa-miR-101-3p;ATXN1L
hsa-miR-101-3p;ATXN1L
hsa-miR-101-3p;DIDO1
hsa-miR-101-3p;DIDO1
hsa-miR-101-3p;EIF4G2
hsa-miR-101-3p;HNRNPF
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;LCOR
hsa-miR-101-3p;LCOR
hsa-miR-101-3p;MNX1
hsa-miR-101-3p;PPP1CC
hsa-miR-101-3p;PPP1R15B
hsa-miR-101-3p;PPP2R2A
hsa-miR-101-3p;PPP2R2A
hsa-miR-101-3p;RNF219
hsa-miR-101-3p;ZC3H11A
hsa-miR-101-3p;ZC3H11A
hsa-miR-101-3p;SPAG1
hsa-miR-101-3p;SPAG1
hsa-miR-101-3p;ATXN1L
hsa-miR-101-3p;ATXN1L
hsa-miR-101-3p;BEND4
hsa-miR-101-3p;BICD2
hsa-miR-101-3p;BICD2
hsa-miR-101-3p;DIDO1
hsa-miR-101-3p;DIDO1
hsa-miR-101-3p;DNAJA1
hsa-miR-101-3p;EIF4G2
hsa-miR-101-3p;FZD6
hsa-miR-101-3p;FZD6
hsa-miR-101-3p;G3BP1
hsa-miR-101-3p;GLRX5
hsa-miR-101-3p;GNB1
hsa-miR-101-3p;GRIK3
hsa-miR-101-3p;GRIK3
hsa-miR-101-3p;INO80D
hsa-miR-101-3p;INO80D
hsa-miR-101-3p;KIAA1462
hsa-miR-101-3p;KIAA1462
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;LCOR
hsa-miR-101-3p;LCOR
hsa-miR-101-3p;MAML3
hsa-miR-101-3p;MAML3
hsa-miR-101-3p;MFSD6
hsa-miR-101-3p;MFSD6
hsa-miR-101-3p;MORC3
hsa-miR-101-3p;MORC3
hsa-miR-101-3p;NR2F2
hsa-miR-101-3p;NR2F2
hsa-miR-101-3p;PLEKHA1
hsa-miR-101-3p;PLEKHA3
hsa-miR-101-3p;PLEKHA3
hsa-miR-101-3p;NT5C3A
hsa-miR-101-3p;NT5C3A
hsa-miR-101-3p;PPP1R15B
hsa-miR-101-3p;PURB
hsa-miR-101-3p;PURB
hsa-miR-101-3p;RAB33B
hsa-miR-101-3p;RAB39B
hsa-miR-101-3p;RAB39B
hsa-miR-101-3p;RAP2C
hsa-miR-101-3p;RAP2C
hsa-miR-101-3p;SLC38A2
hsa-miR-101-3p;SLC7A2
hsa-miR-101-3p;STAMBP
hsa-miR-101-3p;STAMBP
hsa-miR-101-3p;TBX18
hsa-miR-101-3p;TBX18
hsa-miR-101-3p;TFAP4
hsa-miR-101-3p;TFAP4
hsa-miR-101-3p;TMTC3
hsa-miR-101-3p;TVP23C
hsa-miR-101-3p;ZCCHC2
hsa-miR-101-3p;ZCCHC2
hsa-miR-101-3p;ZFP36L2
hsa-miR-101-3p;ZFP36L2
hsa-miR-101-3p;ZFX
hsa-miR-101-3p;ZFX
hsa-miR-101-3p;TMEM192
hsa-miR-101-3p;TMEM192
hsa-miR-101-3p;ZNF431
hsa-miR-101-3p;ZNF490
hsa-miR-101-3p;RPL7L1
hsa-miR-101-3p;RPL7L1
hsa-miR-101-3p;ANKRD11
hsa-miR-101-3p;ANKRD11
hsa-miR-101-3p;ATXN1L
hsa-miR-101-3p;ATXN1L
hsa-miR-101-3p;DICER1
hsa-miR-101-3p;FZD6
hsa-miR-101-3p;FZD6
hsa-miR-101-3p;GOLGA7
hsa-miR-101-3p;GOLGA7
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;LCOR
hsa-miR-101-3p;LCOR
hsa-miR-101-3p;MAML3
hsa-miR-101-3p;MAML3
hsa-miR-101-3p;NAA30
hsa-miR-101-3p;NAA30
hsa-miR-101-3p;RAC1
hsa-miR-101-3p;RAC1
hsa-miR-101-3p;TGFBR3
hsa-miR-101-3p;TGFBR3
hsa-miR-101-3p;TMTC3
hsa-miR-101-3p;TMTC3
hsa-miR-101-3p;TNPO1
hsa-miR-101-3p;TNPO1
hsa-miR-101-3p;TNRC18P2
hsa-miR-101-3p;TNRC18P2
hsa-miR-101-3p;ZC3H11A
hsa-miR-101-3p;ZC3H11A
hsa-miR-101-3p;ZCCHC2
hsa-miR-101-3p;ZCCHC2
hsa-miR-101-3p;SLC39A6
hsa-miR-101-3p;SLC39A6
hsa-miR-101-3p;DNAJA1
hsa-miR-101-3p;KIAA1462
hsa-miR-101-3p;KIAA1462
hsa-miR-101-3p;APP
hsa-miR-101-3p;APP
hsa-miR-101-3p;HSP90AA1
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;IL20RB
hsa-miR-101-3p;IL20RB
hsa-miR-101-3p;ANKRD11
hsa-miR-101-3p;ANKRD11
hsa-miR-101-3p;CDKN1A
hsa-miR-101-3p;CLIC4
hsa-miR-101-3p;CLIC4
hsa-miR-101-3p;DYRK2
hsa-miR-101-3p;FGF2
hsa-miR-101-3p;FGF2
hsa-miR-101-3p;GPR135
hsa-miR-101-3p;IPO7
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;KPNA2
hsa-miR-101-3p;LCOR
hsa-miR-101-3p;LCOR
hsa-miR-101-3p;LEFTY1
hsa-miR-101-3p;LEFTY1
hsa-miR-101-3p;MYCN
hsa-miR-101-3p;MYCN
hsa-miR-101-3p;N4BP1
hsa-miR-101-3p;PEX5L
hsa-miR-101-3p;PEX5L
hsa-miR-101-3p;RNF152
hsa-miR-101-3p;RORA
hsa-miR-101-3p;RORA
hsa-miR-101-3p;TGFBR2
hsa-miR-101-3p;ZC3H11A
hsa-miR-101-3p;ZC3H11A
hsa-miR-101-3p;ZNF827
hsa-miR-101-3p;ZNF827
hsa-miR-101-3p;RMI1
hsa-miR-101-3p;IL20RB
